"Water Control Zone","Station","Dates","Sample No","Type","Zinc (mg/kg)","Vanadium (mg/kg)","Total Volatile Solid (% Total Solid)","Total Sulphide (mg/kg)","Total Solid (%w/w)","Total Polychlorinated Biphenyls (μg/kg)","Total Phosphorus (mg/kg)","Total Kjeldahl Nitrogen (mg/kg)","Total Cyanide (mg/kg)","Total Carbon (%w/w)","Silver (mg/kg)","Pyrene (μg/kg)","Phenanthrene (μg/kg)","Particle Size Fraction <63 micrometer (%w/w)","Nickel (mg/kg)","Naphthalene (μg/kg)","Mercury (mg/kg)","Manganese (mg/kg)","Lead (mg/kg)","Iron (mg/kg)","Indeno(1,2,3-cd)pyrene (μg/kg)","Fluorene (μg/kg)","Fluoranthene (μg/kg)","Electrochemical Potential (mV)","Dry Wet Ratio","Dibenzo(ah)anthracene (μg/kg)","Copper (mg/kg)","Chrysene (μg/kg)","Chromium (mg/kg)","Chemical Oxygen Demand (mg/kg)","Cadmium (mg/kg)","Boron (mg/kg)","Benzo(k)fluoranthene (μg/kg)","Benzo(ghi)perylene (μg/kg)","Benzo(b)fluoranthene (μg/kg)","Benzo(a)pyrene (μg/kg)","Benzo(a)anthracene (μg/kg)","Barium (mg/kg)","Arsenic (mg/kg)","Anthracene (μg/kg)","Ammonia Nitrogen (mg/kg)","Aluminium (mg/kg)","Acenaphthylene (μg/kg)","Acenaphthene (μg/kg)"
"Eastern Buffer","ES3","2015-07-10","1","Bulk Sample","300","21","9","350","36","23","190","570","0.2","1","6","89","56","83","17","140","0.34","310","63","21000","80","21","61","-345","0.35","<5","140","15","58","20000","0.4","20","32","52","65","61","36","35","7.5","<5","10","20000","<50","<50"
"Eastern Buffer","ES3","2016-01-04","1","Bulk Sample","490","26","8.7","250","37","32","230","460","<0.1","0.9","11","150","86","91","26","100","0.37","360","87","25000","89","26","110","-310","0.34","14","210","53","80","26000","0.6","20","50","130","50","80","46","42","8.8","15","7.2","24000","<50","<50"
"Eastern Buffer","ES3","2016-07-04","1","Bulk Sample","300","29","8.5","200","37","28","220","530","0.1","0.8","9","110","72","93","23","70","0.5","460","90","28000","77","20","82","-302","0.35","16","190","47","70","21000","0.5","17","42","110","42","71","38","40","11","8","1.1","23000","<50","<50"
"Eastern Buffer","ES3","2017-02-14","1","Bulk Sample","340","27","9","160","39","29","230","400","0.1","1","8","58","53","92","22","230","0.39","450","78","27000","62","10","63","-332","0.38","17","200","8","64","20000","0.4","17","32","100","58","100","30","41","11","9","0.19","23000","<50","250"
"Eastern Buffer","ES3","2017-08-29","1","Bulk Sample","440","20","8","87","50","53","290","440","<0.1","0.8","13","90","27","N/A","49","<60","0.52","330","100","26000","180","<10","64","-352","0.49","37","550","28","170","30000","0.7","12","83","160","95","170","38","46","11","<5","4.4","22000","<50","<50"
"Eastern Buffer","ES3","2018-02-12","1","Bulk Sample","410","22","8.9","250","36","30","230","630","0.2","0.9","12","100","56","92","22","62","0.4","410","94","31000","79","12","88","-267","0.38","41","230","58","66","25000","0.5","9","41","150","80","78","35","44","11","<5","9.7","25000","<50","<50"
"Eastern Buffer","ES3","2018-08-22","1","Bulk Sample","320","32","8.5","56","39","26","210","540","0.2","0.9","10","53","34","88","25","<60","0.4","480","85","31000","42","<10","46","-267","0.4","9","220","24","76","25000","0.5","25","24","64","37","45","18","49","10","5","0.53","44000","<50","<50"
"Eastern Buffer","ES3","2019-01-28","1","Bulk Sample","280","26","8.6","63","42","23","240","680","<0.1","0.8","6","44","22","81","24","<60","0.4","410","68","23000","52","<10","45","-238","0.47","<5","220","22","75","18000","0.4","18","29","66","45","58","28","46","11","<5","0.56","25000","<50","<50"
"Eastern Buffer","ES3","2019-07-23","1","Bulk Sample","290","23","8","70","49","37","260","610","0.2","0.9","8","43","28","81","23","<60","0.45","380","72","24000","45","<10","41","-223","0.46","<5","230","15","76","20000","0.5","20","26","64","39","52","23","43","11","<5","7.8","43000","<50","<50"
"Eastern Buffer","ES3","2020-01-22","1","Bulk Sample","250","23","7.5","<0.2","51","34","240","500","0.2","1.2","7","52","37","9","21","<60","0.36","410","62","25000","60","<10","60","-227","0.47","<5","210","32","65","18000","0.4","18","32","74","47","58","33","43","9.8","<5","3.5","22000","<50","<50"
"Eastern Buffer","ES3","2020-09-26","1","Bulk Sample","260","20","7","17","53","18","270","470","0.2","0.9","1","77","27","94","21","<60","0.9","380","70","23000","67","<10","73","-221","0.57","<5","150","39","56","21000","0.3","10","40","80","56","92","44","40","9.9","<5","4.7","22000","<50","<50"
"Eastern Buffer","ES3","2021-06-12","1","Bulk Sample","270","33","7.2","16","52","27","N/A","N/A","0.3","0.9","4","55","25","95","26","<60","0.47","430","77","29000","53","<10","50","-225","0.51","30","220","41","82","21000","0.3","14","30","75","42","71","28","68","11","<5","2.3","38000","<50","<50"
"Eastern Buffer","ES3","2021-08-07","1","Bulk Sample","360","35","8.1","43","49","30","N/A","N/A","0.2","0.9","4","77","77","94","27","<60","0.38","530","71","31000","63","21","87","-93","0.48","48","210","47","81","22000","0.3","38","38","88","54","81","38","94","13","9","5.2","57000","<50","<50"
"Eastern Buffer","ES3","2022-05-14","1","Bulk Sample","250","31","7.5","25","49","32","200","430","<0.1","0.9","3","94","28","92","24","<60","0.33","490","140","28000","120","<10","58","-122","0.48","79","210","79","80","22000","0.3","24","86","160","130","180","74","82","10","<5","6.8","43000","<50","<50"
"Eastern Buffer","ES3","2022-08-06","1","Bulk Sample","240","36","7.1","6.7","46","32","220","480","<0.1","0.9","3","82","78","85","24","85","0.55","490","70","28000","68","18","77","-114","0.45","<5","190","44","65","14000","0.3","24","33","110","52","75","30","68","11","9","5.5","37000","<50","<50"
"Eastern Buffer","ES3","2023-01-20","1","Bulk Sample","230","33","7.6","13","49","28","250","410","<0.1","0.9","2","37","<5","87","22","<60","0.35","480","69","27000","38","<10","40","-74","0.48","<5","140","28","60","16000","0.2","17","20","49","34","46","22","63","12","<5","2.8","38000","<50","<50"
"Eastern Buffer","ES3","2023-07-27","1","Bulk Sample","270","58","6.3","86","41","28","230","440","<0.1","0.9","3","130","49","86","26","<60","0.34","510","68","32000","73","<10","110","-196","0.39","11","160","68","74","16000","0.3","28","46","140","60","98","63","94","11","6","12","52000","<50","<50"
"Eastern Buffer","ES3","2024-02-08","1","Bulk Sample","160","20","7.9","18","50","26","230","420","<0.1","0.9","2","49","23","84","13","<60","0.19","270","51","17000","35","<10","60","-74","0.48","20","120","38","34","9500","0.2","9","27","51","34","50","38","61","4.1","<5","3","29000","<50","<50"
"Eastern Buffer","ES3","2024-10-05","1","Bulk Sample","130","25","7.1","65","47","22","250","470","0.1","0.9","2","67","34","83","16","<60","0.14","340","45","20000","56","<10","64","-118","0.44","32","86","35","40","19000","<0.1","10","30","87","50","65","31","100","6.6","<5","10","31000","<50","<50"
"Eastern Buffer","ES4","1988-02-23","1","Bulk Sample","N/A","N/A","N/A","N/A","43","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Eastern Buffer","ES4","1988-09-13","1","Bulk Sample","110","N/A","9.5","22","40","N/A","250","560","<0","1.5","N/A","N/A","N/A","69","15","N/A","0.33","360","63","19000","N/A","N/A","N/A","-360","0.4","N/A","240","N/A","52","17000","0.4","28","N/A","N/A","N/A","N/A","N/A","N/A","2.9","N/A","13","11000","N/A","N/A"
"Eastern Buffer","ES4","1989-07-03","1","Bulk Sample","73","N/A","6.5","0.8","60","N/A","190","280","<0","0.9","N/A","N/A","N/A","41","14","N/A","0.45","320","50","14000","N/A","N/A","N/A","-302","0.6","N/A","190","N/A","22","13000","0.3","20","N/A","N/A","N/A","N/A","N/A","N/A","3.7","N/A","0.88","N/A","N/A","N/A"
"Eastern Buffer","ES4","1990-07-06","1","Bulk Sample","120","N/A","8","0.1","58","N/A","1200","540","<0","1.4","N/A","N/A","N/A","66","16","N/A","0.09","390","58","18000","N/A","N/A","N/A","-462","0.56","N/A","180","N/A","47","17000","3.1","7","N/A","N/A","N/A","N/A","N/A","N/A","4.7","N/A","3","13000","N/A","N/A"
"Eastern Buffer","ES4","1991-07-05","1","Bulk Sample","130","N/A","7.5","0.1","48","N/A","490","1700","0","0.5","N/A","N/A","N/A","55","16","N/A","<0.05","420","76","19000","N/A","N/A","N/A","-205","0.48","N/A","230","N/A","63","15000","6.6","45","N/A","N/A","N/A","N/A","N/A","N/A","4.4","N/A","2.54","16000","N/A","N/A"
"Eastern Buffer","ES4","1992-07-03","1","Bulk Sample","77","N/A","6","0.5","56","N/A","255","494","<0.1","0.8","N/A","N/A","N/A","N/A","16","N/A","0.39","290","45","18000","N/A","N/A","N/A","N/A","0.56","N/A","120","N/A","40","9900","<0.5","21","N/A","N/A","N/A","N/A","N/A","N/A","2.7","N/A","0.97","11000","N/A","N/A"
"Eastern Buffer","ES4","1993-01-18","1","Bulk Sample","52","N/A","3.9","31","71","N/A","140","120","<0.1","1","N/A","N/A","N/A","23","8","N/A","<0.07","220","22","16000","N/A","N/A","N/A","-163","0.69","N/A","33","N/A","16","7100","<0.5","13","N/A","N/A","N/A","N/A","N/A","N/A","4.1","N/A","7.91","9100","N/A","N/A"
"Eastern Buffer","ES4","1993-03-08","1","Bulk Sample","110","N/A","8.8","110","44","N/A","260","290","<0.1","0.2","N/A","N/A","N/A","87","27","N/A","0.14","470","37","32000","N/A","N/A","N/A","-180","0.44","N/A","86","N/A","47","17000","<0.5","25","N/A","N/A","N/A","N/A","N/A","N/A","6.8","N/A","26.3","21000","N/A","N/A"
"Eastern Buffer","ES4","1993-05-03","1","Bulk Sample","87","N/A","5.7","23","43","N/A","260","320","<0.1","0.6","N/A","N/A","N/A","87","24","N/A","<0.12","490","28","30000","N/A","N/A","N/A","-225","0.43","N/A","49","N/A","39","13000","<0.5","22","N/A","N/A","N/A","N/A","N/A","N/A","6.9","N/A","28","21000","N/A","N/A"
"Eastern Buffer","ES4","1994-03-02","1","Bulk Sample","110","N/A","8.2","650","39","N/A","190","460","<0.1","0.9","N/A","N/A","N/A","80","22","N/A","0.18","390","39","23000","N/A","N/A","N/A","-183","0.39","N/A","93","N/A","39","17000","0.2","23","N/A","N/A","N/A","N/A","N/A","N/A","8","N/A","27","17000","N/A","N/A"
"Eastern Buffer","ES4","1994-07-04","1","Bulk Sample","100","N/A","6.6","370","54","N/A","190","400","<0.1","1.3","N/A","N/A","N/A","67","22","N/A","0.13","350","27","22000","N/A","N/A","N/A","-293","0.54","N/A","86","N/A","38","16000","0.2","22","N/A","N/A","N/A","N/A","N/A","N/A","5.3","N/A","74","15000","N/A","N/A"
"Eastern Buffer","ES4","1995-01-04","1","Bulk Sample","150","N/A","6","270","41","N/A","230","940","<0.1","0.5","N/A","N/A","N/A","96","28","N/A","0.22","470","38","32000","N/A","N/A","N/A","-275","0.41","N/A","170","N/A","63","17000","0.4","30","N/A","N/A","N/A","N/A","N/A","N/A","7.9","N/A","25","22000","N/A","N/A"
"Eastern Buffer","ES4","1995-08-03","1","Bulk Sample","150","33","7.7","90","36","N/A","210","650","<0.1","0.6","N/A","N/A","N/A","92","27","N/A","0.19","440","40","30000","N/A","N/A","N/A","-367","0.36","N/A","230","N/A","60","19000","0.5","28","N/A","N/A","N/A","N/A","N/A","28","8.6","N/A","19","23000","N/A","N/A"
"Eastern Buffer","ES4","1996-01-02","1","Bulk Sample","87","22","6.6","35","46","N/A","130","540","<0.1","0.3","N/A","N/A","N/A","55","16","N/A","0.15","310","27","21000","N/A","N/A","N/A","-312","0.39","N/A","110","N/A","34","8700","0.1","20","N/A","N/A","N/A","N/A","N/A","18","6","N/A","82","13000","N/A","N/A"
"Eastern Buffer","ES4","1996-07-01","1","Bulk Sample","73","14","5.5","120","52","N/A","140","400","<0.1","1.2","N/A","N/A","N/A","46","12","N/A","0.18","280","20","16000","N/A","N/A","N/A","-262","0.63","N/A","62","N/A","25","13000","0.1","20","N/A","N/A","N/A","N/A","N/A","19","7.4","N/A","9.3","14000","N/A","N/A"
"Eastern Buffer","ES4","1997-01-02","1","Bulk Sample","140","31","7.8","210","47","N/A","310","340","<0.1","0.9","3","<5","<5","92","25","N/A","0.3","400","42","29000","N/A","<10","9","-353","0.4","N/A","200","<5","56","23000","0.4","29","4","<1","<1","6","N/A","35","8.9","<5","11","27000","N/A","N/A"
"Eastern Buffer","ES4","1997-09-08","1","Bulk Sample","170","35","7.4","90","55","N/A","210","540","<0.1","1","4","19","<5","96","28","N/A","0.29","480","50","34000","8","<10","12","-368","0.51","<5","200","<5","64","16000","0.4","32","6","13","6","8","13","38","6.8","<5","29","33000","<250","<100"
"Eastern Buffer","ES4","1998-01-05","1","Bulk Sample","140","14","5.6","270","59","N/A","200","460","<0.1","1.4","3","8","<5","15","11","N/A","0.15","210","27","13000","5","<10","9","-454","0.65","<5","100","<5","22","14000","0.2","18","4","6","7","6","<10","20","4.6","<5","97","12000","<250","<100"
"Eastern Buffer","ES4","1998-08-06","1","Bulk Sample","72","16","3.9","0.4","71","N/A","120","220","<0.1","1.1","1","9","<5","40","9","N/A","0.1","220","27","14000","6","<10","8","-336","0.68","<5","47","6","18","12000","0.1","12","4","8","7","5","<10","16","6.1","<5","11","16000","<250","<100"
"Eastern Buffer","ES4","1999-01-29","1","Seived Sample (<63 micrometer)","200","32","8.9","5.9","38"," 15","200","660","<0.1","0.7","6"," 11"," 23","41","30","N/A","0.43","470","52","33000"," 24","<10"," 29","-64","0.33"," 7","160"," 14","71","20000","0.3","37"," 14"," 36"," 25"," 22"," 10","38","7.9","<5","41","31000","<50","<50"
"Eastern Buffer","ES4","1999-01-29","1","Bulk Sample","130","17","5.8","13","56"," 15","160","430","<0.1","1","3"," 13"," 12","41","15","N/A","0.2","360","50","21000"," 7","<10"," 22","-64","0.51","<5","84"," 7","32","18000","0.2","22"," 9"," 25"," 17"," 17"," 9","23","6.2","<5","34","20000","<50","<50"
"Eastern Buffer","ES4","1999-08-09","1","Seived Sample (<63 micrometer)","160","39","7.9","62","41","7","200","560","<0.1","0.6","3","7","15","46","49","N/A","0.19","510","53","34000","17","<10","18","-163","0.38","<5","180","14","120","17000","0.4","35","10","19","19","13","9","39","8.6","<5","2.2","35000","<50","<50"
"Eastern Buffer","ES4","1999-08-09","1","Bulk Sample","86","22","4.9","48","63","5","170","370","<0.1","0.7","1","10","<5","46","13","N/A","0.17","300","30","19000","14","<10","11","-163","0.58","<5","89","7","34","12000","0.2","21","6","9","10","9","7","21","5.2","<5","3.8","19000","<50","<50"
"Eastern Buffer","ES4","2000-01-03","1","Bulk Sample","80","15","4.9","300","64","31","150","290","<0.1","0.3","2","7","7","29","8","N/A","0.11","270","69","15000","6","<10","13","-250","0.62","<5","54","6","23","15000","0.1","19","6","5","13","8","7","26","5.5","<5","9.1","16000","<50","<50"
"Eastern Buffer","ES4","2000-01-03","1","Seived Sample (<63 micrometer)","200","40","9.2","18","32","19","170","470","0.2","0.7","6","13","13","29","21","N/A","0.26","490","63","34000","14","<10","26","-250","0.29","<5","150","13","61","17000","0.6","38","12","12","21","16","13","56","9.1","<5","9.3","37000","<50","<50"
"Eastern Buffer","ES4","2000-07-03","1","Seived Sample (<63 micrometer)","170","46","8.9","210","37","9","220","580","<0.1","0.5","4","15","6","83","29","N/A","0.29","530","54","35000","14","<10","15","-332","0.36","<5","170","<5","71","18000","0.2","39","9","13","18","13","5","54","9.3","<5","15","46000","<50","<50"
"Eastern Buffer","ES4","2000-07-03","1","Bulk Sample","130","37","8.1","310","45","7","220","620","0.2","0.6","3","10","<5","83","22","N/A","0.2","410","46","28000","12","<10","14","-332","0.44","<5","140","6","54","18000","0.2","30","9","12","21","12","8","44","8.1","<5","17","34000","<50","<50"
"Eastern Buffer","ES4","2001-01-03","1","Bulk Sample","63","20","5","130","62","<5","120","340","0.4","0.3","1","11","8","41","12","N/A","0.09","270","24","15000","8","<10","11","-187","0.63","<5","56","6","24","11000","<0.1","18","5","8","9","9","5","25","4.9","<5","9.1","18000","<50","<50"
"Eastern Buffer","ES4","2001-01-03","1","Seived Sample (<63 micrometer)","150","52","8.2","15","37","8","200","570","0.1","0.8","3","27","17","41","26","N/A","0.31","520","52","33000","17","<10","18","-187","0.34","<5","140","10","59","14000","0.3","37","9","15","18","14","7","55","9.5","<5","8.2","43000","<50","<50"
"Eastern Buffer","ES4","2001-07-04","1","Bulk Sample","110","29","7.9","360","48","6","190","500","0.2","0.8","2","21","<5","64","18","N/A","0.17","410","37","24000","12","<10","15","-307","0.47","<5","88","<5","38","17000","0.2","27","9","11","12","12","4","33","7.9","<5","9.4","27000","<50","<50"
"Eastern Buffer","ES4","2001-07-04","1","Seived Sample (<63 micrometer)","150","40","8.7","390","40","<5","220","610","0.1","0.7","3","24","<5","64","27","N/A","0.2","540","49","33000","16","<10","19","-307","0.4","<5","120","8","55","16000","0.3","35","15","17","22","19","6","44","8.9","<5","7.7","37000","<50","<50"
"Eastern Buffer","ES4","2002-01-28","1","Bulk Sample","140","37","6.5","200","47","18","190","480","0.2","0.6","3","59","<5","63","21","<60","0.15","430","40","28000","24","<10","39","-249","0.37","8","110","24","45","15000","0.3","30","17","21","31","27","15","38","7.6","7","6.2","32000","<50","<50"
"Eastern Buffer","ES4","2002-07-17","1","Bulk Sample","76","26","6.3","300","51","18","180","420","0.2","0.7","2","22","8","60","18","<60","0.14","380","30","21000","16","<10","24","-274","0.51","<5","86","18","36","17000","0.2","29","13","21","18","24","7","33","5.7","<5","7.4","27000","<50","<50"
"Eastern Buffer","ES4","2003-01-02","1","Bulk Sample","110","28","6.5","310","52","18","240","410","<0.1","0.8","2","53","13","85","19","<60","0.3","400","38","23000","25","<10","40","-349","0.47","<5","74","20","32","15000","0.2","24","15","26","21","28","21","32","5.8","<5","9","23000","<50","<50"
"Eastern Buffer","ES4","2003-08-04","1","Bulk Sample","95","29","7","150","51","18","190","420","<0.1","0.9","1","26","5","27","19","<60","0.23","440","34","24000","17","<10","22","-273","0.51","<5","58","15","32","12000","0.1","26","12","12","20","23","12","30","6.1","<5","6.5","26000","<50","<50"
"Eastern Buffer","ES4","2004-01-19","1","Bulk Sample","81","19","6.1","140","54","18","170","440","0.1","0.9","2","21","<5","87","13","<60","0.2","270","23","15000","13","<10","19","-247","0.54","<5","64","12","25","17000","0.1","21","8","11","17","17","7","19","4.4","<5","4.2","17000","<50","<50"
"Eastern Buffer","ES4","2004-07-09","1","Bulk Sample","75","22","4.9","15","66","18","130","310","<0.1","1.1","1","26","<5","32","12","<60","0.1","290","23","15000","17","<10","21","-231","0.59","<5","52","15","24","21000","0.1","21","8","9","17","16","13","21","4.1","<5","2.5","19000","<50","<50"
"Eastern Buffer","ES4","2005-02-02","1","Bulk Sample","110","30","7.3","88","48","18","180","470","0.2","0.7","2","58","18","66","19","<60","0.2","420","39","23000","39","<10","73","-271","0.45","6","75","34","36","18000","0.1","25","23","40","35","56","38","33","6.3","12","4.9","29000","<50","<50"
"Eastern Buffer","ES4","2005-08-01","1","Bulk Sample","81","18","4.5","16","70","18","110","290","<0.1","1","1","23","6","45","13","<60","0.12","360","28","16000","15","<10","18","-229","0.6","<5","49","11","25","11000","<0.1","18","8","18","15","16","11","21","3.5","<5","4.9","19000","<50","<50"
"Eastern Buffer","ES4","2006-01-03","1","Bulk Sample","72","15","4.5","19","64","18","160","350","<0.1","1","1","19","<5","35","12","<60","0.11","290","23","14000","15","<10","15","-166","0.57","<5","55","11","24","13000","0.1","17","11","19","14","16","8","19","3.8","<5","3.4","15000","<50","<50"
"Eastern Buffer","ES4","2006-07-05","1","Bulk Sample","73","15","6","7.5","64","18","88","200","<0.1","0.8","1","8","<5","42","13","<60","0.1","270","33","15000","8","<10","7","-198","0.61","<5","49","5","22","15000","<0.1","18","4","8","7","8","4","15","4.4","<5","3.5","18000","<50","<50"
"Eastern Buffer","ES4","2007-01-02","1","Bulk Sample","75","18","3.7","21","69","18","140","340","<0.1","1","1","14","<5","24","13","<60","0.11","280","26","14000","8","<10","11","-151","0.62","<5","39","6","21","11000","<0.1","17","5","12","9","10","5","19","3.8","<5","7","18000","<50","<50"
"Eastern Buffer","ES4","2007-07-05","1","Bulk Sample","72","17","4.4","14","65","18","170","380","0.2","0.9","1","9","<5","32","11","<60","0.14","260","25","14000","10","<10","13","-190","0.59","<5","40","6","21","13000","<0.1","18","5","10","9","9","6","21","3.8","<5","0.3","17000","<50","<50"
"Eastern Buffer","ES4","2008-01-02","1","Bulk Sample","81","19","4.3","4.7","60","18","140","350","0.1","1","1","59","67","55","14","<60","0.12","310","27","17000","100","16","490","-134","0.55","23","44","89","26","11000","<0.1","21","68","240","130","240","230","24","3.5","<5","4.8","22000","<50","<50"
